artist,track_name,genius/lyrics,genius/lyrics_annotation,musicbrainz/work_meta,musicbrainz/recording_meta,musicbrainz/release_meta,musicbrainz/artist_meta,secondhandsong/artist_meta,sonar_id,chord_annotation_id
The Beatles,Martha My Dear,lyrics_The Beatles_Martha My Dear.json,annotation_marthamydear_thebeatles.json,work_614987c1-326e-332b-a53a-988da322b2c8.json,recording_291758ed-60eb-4192-92af-367b1c754745.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_291758ed-60eb-4192-92af-367b1c754745.json,shs_41.json,isophonics_278,CD1_-_09_-_Martha_My_Dear
The Beatles,I'm So Tired,lyrics_The Beatles_I'm So Tired.json,annotation_i'msotired_thebeatles.json,work_805b0213-a9e3-3628-9c59-f35b487f212e.json,recording_771025ae-7f9e-4f76-8aa4-ccfec40f218c.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_771025ae-7f9e-4f76-8aa4-ccfec40f218c.json,shs_41.json,isophonics_265,CD1_-_10_-_I'm_So_Tired
The Beatles,Black Bird,lyrics_The Beatles_Black Bird.json,annotation_blackbird_thebeatles.json,work_8a9cc43c-2958-36a1-b9e9-0afd8a346285.json,recording_17416564-fb6e-471c-a4ad-0bfc45292cd9.json,release_8247cf92-b077-381d-a6a9-bcbc6fb18537.json,artist_17416564-fb6e-471c-a4ad-0bfc45292cd9.json,shs_41.json,isophonics_294,manual
The Beatles,Piggies,lyrics_The Beatles_Piggies.json,annotation_piggies_thebeatles.json,work_11e85456-1ece-3226-8524-47b6eeca616c.json,recording_9506a3df-d210-43ba-9d50-30bf45e650ae.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_9506a3df-d210-43ba-9d50-30bf45e650ae.json,shs_41.json,isophonics_211,manual
The Beatles,Rocky Raccoon,lyrics_The Beatles_Rocky Raccoon.json,annotation_rockyraccoon_thebeatles.json,work_c4433803-d4e3-3273-92eb-58d915ae4ccb.json,recording_995fe358-4938-4fb0-9e85-67e86611b28e.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_995fe358-4938-4fb0-9e85-67e86611b28e.json,shs_41.json,isophonics_56,manual
The Beatles,Don't Pass Me By,lyrics_The Beatles_Don't Pass Me By.json,annotation_don'tpassmeby_thebeatles.json,work_be3841de-d6d2-341a-b8b3-d07ef64ef030.json,recording_744d7528-025d-4bb4-8907-f01ae87f7327.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_744d7528-025d-4bb4-8907-f01ae87f7327.json,shs_41.json,isophonics_15,CD1_-_14_-_Don't_Pass_Me_By
The Beatles,Why Don't We Do It In The Road?,lyrics_The Beatles_Why Don't We Do It In The Road?.json,annotation_whydon'twedoitintheroad?_thebeatles.json,work_fffb3f71-f286-3598-849e-b1030d70265b.json,recording_9082df13-72a3-46ea-8939-ca7618293436.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_9082df13-72a3-46ea-8939-ca7618293436.json,shs_41.json,isophonics_98,CD1_-_15_-_Why_Don't_We_Do_It_In_The_Road
The Beatles,I Will,lyrics_The Beatles_I Will.json,annotation_iwill_thebeatles.json,work_17dc9432-a694-3d33-ace5-00410bcd6185.json,recording_07c9f1a8-c11f-460e-b8ae-99081f6f6094.json,release_8247cf92-b077-381d-a6a9-bcbc6fb18537.json,artist_07c9f1a8-c11f-460e-b8ae-99081f6f6094.json,shs_41.json,isophonics_19,manual
The Beatles,Julia,lyrics_The Beatles_Julia.json,annotation_julia_thebeatles.json,work_552d92fe-078b-3649-b4cb-995473d7bd7b.json,recording_dda183c0-8697-49fa-a971-6632e6a8c31c.json,release_8453af1e-826d-3959-be5e-1113b5b4861a.json,artist_dda183c0-8697-49fa-a971-6632e6a8c31c.json,shs_41.json,isophonics_246,manual
The Beatles,Yer Blues,lyrics_The Beatles_Yer Blues.json,annotation_yerblues_thebeatles.json,work_4387e237-03c5-3d59-a602-0ba90d41f900.json,recording_35e2412a-9847-43c2-b4b3-e250df059716.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_35e2412a-9847-43c2-b4b3-e250df059716.json,shs_41.json,isophonics_280,manual
The Beatles,Mother Nature's Son,lyrics_The Beatles_Mother Nature's Son.json,annotation_mothernature'sson_thebeatles.json,work_60cf53dd-7a94-3f9c-9007-6d53527669d1.json,recording_cf147cd0-8e0a-43ee-82f1-cc3fbe666d88.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_cf147cd0-8e0a-43ee-82f1-cc3fbe666d88.json,shs_41.json,isophonics_196,CD2_-_03_-_Mother_Nature's_Son
The Beatles,Everybody's Got Something To Hide Except Me and My Monkey,lyrics_The Beatles_Everybody's Got Something To Hide Except Me and My Monkey.json,annotation_everybody'sgotsomethingtohideexceptmeandmymonkey_thebeatles.json,work_0a80240a-d1b2-3e1d-bfa1-20d53509116c.json,recording_b4f96ea4-2ddc-40aa-9072-48efbb11b91c.json,release_661e6f49-6900-44d4-b580-620008f7d9c1.json,artist_b4f96ea4-2ddc-40aa-9072-48efbb11b91c.json,shs_41.json,isophonics_123,CD2_-_04_-_Everybody's_Got_Something_To_Hide_Except_Me_and_My_Monkey
The Beatles,Sexy Sadie,lyrics_The Beatles_Sexy Sadie.json,annotation_sexysadie_thebeatles.json,work_45d86c76-4c78-311d-b95a-a3c69f745b27.json,recording_838af2bf-4775-4585-bf03-ccde4be50860.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_838af2bf-4775-4585-bf03-ccde4be50860.json,shs_41.json,isophonics_60,manual
The Beatles,Helter Skelter,TimeoutError,annotation_helterskelter_thebeatles.json,work_da5b679c-9e91-3241-a959-f43a224f54be.json,recording_8717d821-88ef-4873-bd91-32a0b72ba415.json,release_280bffe4-a8f1-4d9b-abf2-205e0ab936a5.json,artist_8717d821-88ef-4873-bd91-32a0b72ba415.json,shs_41.json,isophonics_74,manual
The Beatles,"Long, Long, Long","lyrics_The Beatles_Long, Long, Long.json","annotation_long,long,long_thebeatles.json",work_c1338c20-085f-32ac-8400-e71c95139705.json,recording_87031e7c-f9a2-43c6-b123-93601643e49a.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_87031e7c-f9a2-43c6-b123-93601643e49a.json,shs_41.json,isophonics_124,manual
The Beatles,Revolution 1,lyrics_The Beatles_Revolution 1.json,annotation_revolution1_thebeatles.json,work_fc6e50dd-839f-352a-90a5-25bdb6da7b51.json,recording_167b224b-596f-4a57-a405-08bfee59df59.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_167b224b-596f-4a57-a405-08bfee59df59.json,shs_41.json,isophonics_209,manual
The Beatles,Honey Pie,lyrics_The Beatles_Honey Pie.json,annotation_honeypie_thebeatles.json,work_0719a844-7338-3428-b286-b18f4e156ada.json,recording_79eaa087-edbe-43af-b7d2-de06ecf8cd90.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_79eaa087-edbe-43af-b7d2-de06ecf8cd90.json,shs_41.json,isophonics_125,manual
The Beatles,Savoy Truffle,lyrics_The Beatles_Savoy Truffle.json,annotation_savoytruffle_thebeatles.json,work_b8f0399a-5811-3c9b-b2dd-674de95831db.json,recording_2eb16581-560c-4a4d-82af-6f33e38fffad.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_2eb16581-560c-4a4d-82af-6f33e38fffad.json,shs_41.json,isophonics_230,manual
The Beatles,Cry Baby Cry,lyrics_The Beatles_Cry Baby Cry.json,annotation_crybabycry_thebeatles.json,work_42bcc050-2762-3cb9-af36-27010bcc855c.json,recording_2e3af7de-3f9c-4a2d-a28f-10c2edd13c49.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_2e3af7de-3f9c-4a2d-a28f-10c2edd13c49.json,shs_41.json,isophonics_270,manual
The Beatles,Revolution 9,lyrics_The Beatles_Revolution 9.json,annotation_revolution9_thebeatles.json,work_d6e9dc4b-4bff-3235-acd3-c45db045eb85.json,recording_bfae2a1a-3b13-4d39-8ff2-e17b2cac8126.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_bfae2a1a-3b13-4d39-8ff2-e17b2cac8126.json,shs_41.json,N/A,N/A
The Beatles,Good Night,lyrics_The Beatles_Good Night.json,annotation_goodnight_thebeatles.json,work_1260f1ed-9190-3422-b521-2ce7b8be3d84.json,recording_27f19d5f-a9dc-4b04-b7ff-54d045c1487c.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_27f19d5f-a9dc-4b04-b7ff-54d045c1487c.json,shs_41.json,isophonics_182,manual
The Beatles,Come Together,lyrics_The Beatles_Come Together.json,annotation_cometogether_thebeatles.json,work_bcd490e5-dac7-3b8a-b423-ae17e1209f3d.json,recording_485bbe7f-d0f7-4ffe-8adb-0f1093dd2dbf.json,release_d22a8ade-c223-4550-9775-265e0788a4b2.json,artist_485bbe7f-d0f7-4ffe-8adb-0f1093dd2dbf.json,shs_41.json,isophonics_219,01_-_Come_Together
The Beatles,Something,lyrics_The Beatles_Something.json,annotation_something_thebeatles.json,work_028542a9-b5d9-3e48-86f1-53e283b62d5e.json,recording_b849acd4-0638-49ea-8e40-7391613d4890.json,release_446abb00-2ffb-38bb-b544-512c70df7c97.json,artist_b849acd4-0638-49ea-8e40-7391613d4890.json,shs_41.json,isophonics_14,02_-_Something
The Beatles,Maxwell's Silver Hammer,lyrics_The Beatles_Maxwell's Silver Hammer.json,annotation_maxwell'ssilverhammer_thebeatles.json,work_fe806a59-c401-3562-b1b1-60150b7da1f8.json,recording_a92380e6-f10d-4407-aceb-5825b17fed5a.json,release_96e230f3-7f79-4a84-9902-b6d8de499d6e.json,artist_a92380e6-f10d-4407-aceb-5825b17fed5a.json,shs_41.json,isophonics_170,03_-_Maxwell's_Silver_Hammer
The Beatles,Oh! Darling,lyrics_The Beatles_Oh! Darling.json,annotation_oh!darling_thebeatles.json,work_53027b47-d8b3-3749-8e73-0f5d4e5fe242.json,recording_de896c41-463d-4eaa-8fe4-d826e2afa0f8.json,release_96e230f3-7f79-4a84-9902-b6d8de499d6e.json,artist_de896c41-463d-4eaa-8fe4-d826e2afa0f8.json,shs_41.json,isophonics_216,04_-_Oh!_Darling
The Beatles,Octopus's Garden,lyrics_The Beatles_Octopus's Garden.json,annotation_octopus'sgarden_thebeatles.json,work_4986b89e-1316-3143-ba60-173fb0bd7a03.json,recording_15127932-c879-466e-b0f8-a1c5022d16e7.json,release_209df33f-cafb-4882-b929-dcb028950fe4.json,artist_15127932-c879-466e-b0f8-a1c5022d16e7.json,shs_41.json,isophonics_121,05_-_Octopus's_Garden
The Beatles,iwantyou(sheâ€™ssoheavy),NF,NF,work_baf203e7-6383-352e-9d82-50504dd70f3c.json,recording_a9a83384-3da3-4c84-af6d-33fcdb1c3e27.json,release_96e230f3-7f79-4a84-9902-b6d8de499d6e.json,artist_a9a83384-3da3-4c84-af6d-33fcdb1c3e27.json,shs_41.json,isophonics_27,manual
The Beatles,Here Comes The Sun,lyrics_The Beatles_Here Comes The Sun.json,annotation_herecomesthesun_thebeatles.json,work_8549de8e-f65b-3e64-b8a2-08c90cc5fdd1.json,recording_440f60e8-0b25-4ec4-abb1-c6beec624ab0.json,release_6bb3793b-f991-378e-9bff-0bd3117f2298.json,artist_440f60e8-0b25-4ec4-abb1-c6beec624ab0.json,shs_41.json,isophonics_224,07_-_Here_Comes_The_Sun
The Beatles,Because,lyrics_The Beatles_Because.json,annotation_because_thebeatles.json,work_b1002811-37ca-3aed-a3d1-f3e9474c28a7.json,recording_1e1d1f33-346c-4f9a-ad05-03aa715c2f37.json,release_96e230f3-7f79-4a84-9902-b6d8de499d6e.json,artist_1e1d1f33-346c-4f9a-ad05-03aa715c2f37.json,shs_41.json,isophonics_129,08_-_Because
The Beatles,You Never Give Me Your Money,lyrics_The Beatles_You Never Give Me Your Money.json,annotation_younevergivemeyourmoney_thebeatles.json,work_a9311585-66b2-39fc-989b-cfca04f2775e.json,recording_474546e9-0b30-4881-9269-c6c1c8bbf07b.json,release_372f7e64-08dd-3ffb-913a-f29e5fe2b9d5.json,artist_474546e9-0b30-4881-9269-c6c1c8bbf07b.json,shs_41.json,isophonics_192,09_-_You_Never_Give_Me_Your_Money
The Beatles,Sun King,lyrics_The Beatles_Sun King.json,annotation_sunking_thebeatles.json,work_9626f219-5937-393e-a28f-3a7c7a121527.json,recording_d057c75d-04eb-438f-be0b-74f629f2953c.json,release_372f7e64-08dd-3ffb-913a-f29e5fe2b9d5.json,artist_d057c75d-04eb-438f-be0b-74f629f2953c.json,shs_41.json,isophonics_40,10_-_Sun_King
The Beatles,Mean Mr Mustard,lyrics_The Beatles_Mean Mr Mustard.json,annotation_meanmrmustard_thebeatles.json,work_6e1870ec-cbc4-34ba-be79-a5123def7793.json,recording_99c004fb-ba87-41be-afd4-e0157b40516a.json,release_372f7e64-08dd-3ffb-913a-f29e5fe2b9d5.json,artist_99c004fb-ba87-41be-afd4-e0157b40516a.json,shs_41.json,isophonics_228,11_-_Mean_Mr_Mustard
The Beatles,Polythene Pam,lyrics_The Beatles_Polythene Pam.json,annotation_polythenepam_thebeatles.json,work_9e87795e-dca9-3d97-8597-55d89eceb4e4.json,recording_65ca55c8-d857-4a3b-9246-835b1e54fe4d.json,release_372f7e64-08dd-3ffb-913a-f29e5fe2b9d5.json,artist_65ca55c8-d857-4a3b-9246-835b1e54fe4d.json,shs_41.json,isophonics_292,12_-_Polythene_Pam
The Beatles,She Came In Through The Bathroom Window,lyrics_The Beatles_She Came In Through The Bathroom Window.json,annotation_shecameinthroughthebathroomwindow_thebeatles.json,work_ddce89a2-7ead-344c-b879-56ffbe88b202.json,recording_c19db4d3-6640-4732-a0b2-e358ed80c5c4.json,release_372f7e64-08dd-3ffb-913a-f29e5fe2b9d5.json,artist_c19db4d3-6640-4732-a0b2-e358ed80c5c4.json,shs_41.json,isophonics_146,13_-_She_Came_In_Through_The_Bathroom_Window
The Beatles,Golden Slumbers,lyrics_The Beatles_Golden Slumbers.json,annotation_goldenslumbers_thebeatles.json,work_c5960d63-ebc3-3f7e-87da-eb72c0ce4dc7.json,recording_3d7f2000-123d-4cac-862b-e04ead24c5f2.json,release_372f7e64-08dd-3ffb-913a-f29e5fe2b9d5.json,artist_3d7f2000-123d-4cac-862b-e04ead24c5f2.json,shs_41.json,isophonics_97,14_-_Golden_Slumbers
The Beatles,Carry That Weight,lyrics_The Beatles_Carry That Weight.json,annotation_carrythatweight_thebeatles.json,work_b97caa46-b381-36e8-9482-0c9c6d6ea030.json,recording_daaee15a-8a4c-4275-a7c1-5b6211f0ec69.json,release_96e230f3-7f79-4a84-9902-b6d8de499d6e.json,artist_daaee15a-8a4c-4275-a7c1-5b6211f0ec69.json,shs_41.json,isophonics_28,15_-_Carry_That_Weight
The Beatles,The End,lyrics_The Beatles_The End.json,annotation_theend_thebeatles.json,work_758a4781-726a-35b8-9fe6-a4ba175e07c6.json,recording_5ad78393-77c2-451e-beb1-074df7e06e57.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_5ad78393-77c2-451e-beb1-074df7e06e57.json,shs_41.json,isophonics_143,16_-_The_End
The Beatles,Her Majesty,lyrics_The Beatles_Her Majesty.json,annotation_hermajesty_thebeatles.json,work_201df4f4-a878-365f-96f9-841deaaea058.json,recording_ed8d1b3b-8757-447a-baba-3efe027f2765.json,release_22fe8b56-a3b4-4ba3-acb8-2b14eba06dd3.json,artist_ed8d1b3b-8757-447a-baba-3efe027f2765.json,shs_41.json,isophonics_220,17_-_Her_Majesty
The Beatles,Two of Us,lyrics_The Beatles_Two of Us.json,annotation_twoofus_thebeatles.json,work_14614bcc-b8cc-3a03-9a76-d2b8c7a4a8f7.json,recording_4576371a-a0d6-4dbf-b3b7-8f1e1b58ec43.json,release_47ec4c86-d8c4-4fbc-9f75-196ca07388da.json,artist_4576371a-a0d6-4dbf-b3b7-8f1e1b58ec43.json,shs_41.json,isophonics_59,01_-_Two_of_Us
The Beatles,Dig a Pony,lyrics_The Beatles_Dig a Pony.json,annotation_digapony_thebeatles.json,work_ba8c86c8-24f0-313d-8a17-961fea071b37.json,recording_4131e00c-13c5-4f92-a2ff-73c2edaf420c.json,release_47ec4c86-d8c4-4fbc-9f75-196ca07388da.json,artist_4131e00c-13c5-4f92-a2ff-73c2edaf420c.json,shs_41.json,isophonics_173,02_-_Dig_a_Pony
The Beatles,Across the Universe,lyrics_The Beatles_Across the Universe.json,annotation_acrosstheuniverse_thebeatles.json,work_236fc506-2afa-3c4c-b5f9-50640c56cd9b.json,recording_90aa777f-5c69-4ed6-8ef9-6a576423e6a2.json,release_da5b1889-7fee-4d97-8c76-94b25303b3b7.json,artist_90aa777f-5c69-4ed6-8ef9-6a576423e6a2.json,shs_41.json,isophonics_80,03_-_Across_the_Universe
The Beatles,I Me Mine,lyrics_The Beatles_I Me Mine.json,annotation_imemine_thebeatles.json,work_7b254e86-f74b-3d18-a075-dcdcdeefa666.json,recording_b62ccbb7-bd69-468f-a95f-2f6a4604cc26.json,release_47ec4c86-d8c4-4fbc-9f75-196ca07388da.json,artist_b62ccbb7-bd69-468f-a95f-2f6a4604cc26.json,shs_41.json,isophonics_227,04_-_I_Me_Mine
The Beatles,Dig It,lyrics_The Beatles_Dig It.json,annotation_digit_thebeatles.json,work_ba8f396a-cc0b-3136-b6e1-17e379d884da.json,recording_906836d9-b363-405d-a52c-e780a6cb5f24.json,release_47ec4c86-d8c4-4fbc-9f75-196ca07388da.json,artist_906836d9-b363-405d-a52c-e780a6cb5f24.json,shs_41.json,isophonics_215,05_-_Dig_It
The Beatles,Let It Be,lyrics_The Beatles_Let It Be.json,annotation_letitbe_thebeatles.json,work_ef5b9074-84d2-3e46-81ba-cdbe57898033.json,recording_0cdc9b5b-b16b-4ff1-9f16-5b4ba76f1c17.json,release_60ed52e9-7d16-44f4-b315-a1d4952000be.json,artist_0cdc9b5b-b16b-4ff1-9f16-5b4ba76f1c17.json,shs_41.json,isophonics_175,06_-_Let_It_Be
The Beatles,Maggie Mae,lyrics_The Beatles_Maggie Mae.json,annotation_maggiemae_thebeatles.json,work_36a7641a-270d-3330-b1ac-7f1f09f86c27.json,recording_342a7655-887f-4e3f-95a1-d45f8e2df166.json,release_47ec4c86-d8c4-4fbc-9f75-196ca07388da.json,artist_342a7655-887f-4e3f-95a1-d45f8e2df166.json,shs_41.json,isophonics_298,07_-_Maggie_Mae
The Beatles,I've Got A Feeling,lyrics_The Beatles_I've Got A Feeling.json,annotation_i'vegotafeeling_thebeatles.json,work_56eec200-a575-36fb-aa11-e7fe8c3d9cda.json,recording_30b9d279-e8aa-499d-aa89-130fba800696.json,release_47ec4c86-d8c4-4fbc-9f75-196ca07388da.json,artist_30b9d279-e8aa-499d-aa89-130fba800696.json,shs_41.json,isophonics_112,08_-_I've_Got_A_Feeling
The Beatles,One After 909,lyrics_The Beatles_One After 909.json,annotation_oneafter909_thebeatles.json,work_fcb17a36-1803-3017-a328-d714cf50b0fa.json,recording_e1f05d06-06ad-4f22-9c81-c94c0f44fe41.json,release_47ec4c86-d8c4-4fbc-9f75-196ca07388da.json,artist_e1f05d06-06ad-4f22-9c81-c94c0f44fe41.json,shs_41.json,isophonics_149,09_-_One_After_909
The Beatles,The Long and Winding Road,lyrics_The Beatles_The Long and Winding Road.json,annotation_thelongandwindingroad_thebeatles.json,work_7635e382-80e0-334b-becd-9cccc8d979ed.json,recording_2df46dec-b453-4444-91b9-5fa5d7515fd9.json,release_c97ce241-9aa3-46d9-985e-419d17410a5d.json,artist_2df46dec-b453-4444-91b9-5fa5d7515fd9.json,shs_41.json,isophonics_34,10_-_The_Long_and_Winding_Road
The Beatles,For You Blue,lyrics_The Beatles_For You Blue.json,annotation_foryoublue_thebeatles.json,work_f4da6f79-aad3-3b7e-bca8-68a7c9f4fdbf.json,recording_e3f3b880-32e7-401c-8879-9e477b1a6d73.json,release_46fbb1cd-a55d-4317-9bde-c3620de040bb.json,artist_e3f3b880-32e7-401c-8879-9e477b1a6d73.json,shs_41.json,isophonics_72,11_-_For_You_Blue
The Beatles,Get Back,lyrics_The Beatles_Get Back.json,annotation_getback_thebeatles.json,work_246d57d9-014b-3b72-8bc8-aeb25e9fca49.json,recording_a52c2553-1670-4262-9193-6ecd6713741a.json,release_341a1aa9-cd9d-4836-b3c5-900426046a70.json,artist_a52c2553-1670-4262-9193-6ecd6713741a.json,shs_41.json,isophonics_162,12_-_Get_Back
Queen,Bohemian Rhapsody,lyrics_Queen_Bohemian Rhapsody.json,annotation_bohemianrhapsody_queen.json,work_41c94a08-a551-3c86-bb17-d9a52e3a618b.json,recording_b1a9c0e9-d987-4042-ae91-78d6a3267d69.json,release_0b840651-dffa-421e-a247-1249716c2ace.json,artist_b1a9c0e9-d987-4042-ae91-78d6a3267d69.json,shs_374.json,isophonics_2,01 Bohemian Rhapsody
Queen,Another One Bites The Dust,lyrics_Queen_Another One Bites The Dust.json,annotation_anotheronebitesthedust_queen.json,work_32f309f2-d322-3194-807c-1b78f979ff66.json,recording_6b235773-16bd-4fc5-b57e-c966f9d1db6d.json,release_4d3b6105-4ecd-3a50-87f0-d9c9e4f777c3.json,artist_6b235773-16bd-4fc5-b57e-c966f9d1db6d.json,shs_374.json,isophonics_258,02 Another One Bites The Dust
Queen,Killer Queen,lyrics_Queen_Killer Queen.json,annotation_killerqueen_queen.json,work_5349ec56-331d-367b-9453-017834bccdb7.json,recording_7b3d96c9-3e22-4337-be32-f8a26b816685.json,release_0a2bb1a5-1e64-46cc-94ad-95d3a7c11ab3.json,artist_7b3d96c9-3e22-4337-be32-f8a26b816685.json,shs_374.json,N/A,N/A
Queen,Fat Bottomed Girls,lyrics_Queen_Fat Bottomed Girls.json,annotation_fatbottomedgirls_queen.json,work_1ca8512c-2208-3e92-8b0b-9dc44eb25b62.json,recording_eab2a796-b692-4c95-97ee-092517da0345.json,release_a23332b3-c5e9-4785-85a6-0e3e12e21404.json,artist_eab2a796-b692-4c95-97ee-092517da0345.json,shs_374.json,isophonics_96,04 Fat Bottomed Girls
Queen,Bicycle Race,lyrics_Queen_Bicycle Race.json,annotation_bicyclerace_queen.json,work_4f785939-c9cd-3e93-bb58-1ea9ec683ad4.json,recording_135214af-6058-4705-9f17-18d396f36191.json,release_0a2bb1a5-1e64-46cc-94ad-95d3a7c11ab3.json,artist_135214af-6058-4705-9f17-18d396f36191.json,shs_374.json,isophonics_201,05 Bicycle Race
Queen,You're My Best Friend,lyrics_Queen_You're My Best Friend.json,annotation_you'remybestfriend_queen.json,work_2b563c5e-3eed-3405-949d-065c58191284.json,recording_471dc436-80be-4f06-bc8f-7e2685876cfc.json,release_0b840651-dffa-421e-a247-1249716c2ace.json,artist_471dc436-80be-4f06-bc8f-7e2685876cfc.json,shs_374.json,isophonics_279,06 You're My Best Friend
Queen,Don't Stop Me Now,lyrics_Queen_Don't Stop Me Now.json,annotation_don'tstopmenow_queen.json,work_8f217f03-fd55-366c-b80e-66424027dc29.json,recording_d4009c09-a339-4b89-bc45-d91ab649acb6.json,release_04fa4243-e37c-479c-ab0e-b981b0be63da.json,artist_d4009c09-a339-4b89-bc45-d91ab649acb6.json,shs_374.json,isophonics_45,07 Don't Stop Me Now
Queen,Save Me,lyrics_Queen_Save Me.json,annotation_saveme_queen.json,work_5d933a63-77f0-3584-9303-55ed00a18611.json,recording_95706c6c-3bd7-4f5b-bad8-d03095771a71.json,release_bdbf925a-f549-4325-a38e-11f3dc68322a.json,artist_95706c6c-3bd7-4f5b-bad8-d03095771a71.json,shs_374.json,isophonics_296,08 Save Me
Queen,Crazy Little Thing Called Love,lyrics_Queen_Crazy Little Thing Called Love.json,annotation_crazylittlethingcalledlove_queen.json,work_dad1c2a9-3d32-319f-bfc8-4783b8731be0.json,recording_fd125370-5ac9-45eb-86ad-ab99e258404b.json,release_0a2bb1a5-1e64-46cc-94ad-95d3a7c11ab3.json,artist_fd125370-5ac9-45eb-86ad-ab99e258404b.json,shs_374.json,isophonics_236,09 Crazy Little Thing Called Love
Queen,Somebody To Love,lyrics_Queen_Somebody To Love.json,annotation_somebodytolove_queen.json,work_cd3796d9-146f-3489-874e-5a4e3c838dc8.json,recording_3b286fbf-0dc9-45b8-bf4a-5036ac72526d.json,release_762cb62a-e91d-402d-8a2e-3d1068ca53d5.json,artist_3b286fbf-0dc9-45b8-bf4a-5036ac72526d.json,shs_374.json,isophonics_160,10 Somebody To Love
Queen,Now I'm Here,lyrics_Queen_Now I'm Here.json,annotation_nowi'mhere_queen.json,work_8b2d2f47-9e7b-3bc6-b7d1-41dfb39eddcc.json,recording_44901061-7a57-4b3f-9c22-b17da050b604.json,release_1bef8229-e3b9-4682-a67e-672e7b75374c.json,artist_44901061-7a57-4b3f-9c22-b17da050b604.json,shs_374.json,N/A,N/A
Queen,good oldâ€fashioned loverboy,lyrics_Queen_good oldâ€fashioned loverboy.json,annotation_goodoldâ€fashionedloverboy_queen.json,work_72d11fe4-938c-3d4b-a89d-6bac224b343b.json,recording_312d688d-fdef-43a1-a0b6-71d4afa1f351.json,release_d81d74b6-b75b-39a7-a193-eb8534a7b0b6.json,artist_312d688d-fdef-43a1-a0b6-71d4afa1f351.json,shs_374.json,isophonics_193,manual
Queen,Play The Game,lyrics_Queen_Play The Game.json,annotation_playthegame_queen.json,work_d58f9350-bfd0-36ec-ab84-50dc05ec8d00.json,recording_fd69655e-91e3-42d5-8cb5-27e3a3784067.json,release_0a2bb1a5-1e64-46cc-94ad-95d3a7c11ab3.json,artist_fd69655e-91e3-42d5-8cb5-27e3a3784067.json,shs_374.json,isophonics_21,13 Play The Game
Queen,Flash,lyrics_Queen_Flash.json,annotation_flash_queen.json,work_f4abab3a-8501-3646-bc3b-5782b9c3839f.json,recording_e61e12a1-118a-4441-9a58-b5eaff2ce9bc.json,release_a23332b3-c5e9-4785-85a6-0e3e12e21404.json,artist_e61e12a1-118a-4441-9a58-b5eaff2ce9bc.json,shs_374.json,N/A,N/A
Queen,Seven Seas Of Rhye,lyrics_Queen_Seven Seas Of Rhye.json,annotation_sevenseasofrhye_queen.json,work_82563d10-9cf9-3c72-8dc0-7c17e6a4a348.json,recording_8402fc0f-71b8-4773-ae7b-86bde5ac7b43.json,release_487bd94a-b5e1-4045-8ce3-75986ce8cfe5.json,artist_8402fc0f-71b8-4773-ae7b-86bde5ac7b43.json,shs_374.json,isophonics_6,15 Seven Seas Of Rhye
Queen,We Will Rock You,lyrics_Queen_We Will Rock You.json,annotation_wewillrockyou_queen.json,work_3623f3af-2b21-37ff-8b5a-825b815c6f4f.json,recording_f8581c2b-61ac-465d-82ae-0fa2916a4799.json,release_39323b23-f3d6-4735-b296-60eaa721b1c5.json,artist_f8581c2b-61ac-465d-82ae-0fa2916a4799.json,shs_374.json,isophonics_109,16 We Will Rock You
Queen,We Are The Champions,lyrics_Queen_We Are The Champions.json,annotation_wearethechampions_queen.json,work_0b3da969-5466-3cef-8cbb-bfc882ba9fcf.json,recording_3604eb06-4bc2-4416-9b31-ceadae51bc70.json,release_4d3b6105-4ecd-3a50-87f0-d9c9e4f777c3.json,artist_3604eb06-4bc2-4416-9b31-ceadae51bc70.json,shs_374.json,isophonics_1,17 We Are The Champions
